CVE ID,Description,CVSS Score,Attack Vector,Affected OS
CVE-2023-32888,"In Modem IMS Call UA, there is a possible out of bounds write due to a missing bounds check. This could lead to remote denial of service with no additional execution privileges needed. User interaction is not needed for exploitation. Patch ID: MOLY01161830; Issue ID: MOLY01161830 (MSV-894).",7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"Mediatek Nr16, Mediatek Nr17, Mediatek Nr15"
CVE-2023-32889,"In Modem IMS Call UA, there is a possible out of bounds write due to a missing bounds check. This could lead to remote denial of service with no additional execution privileges needed. User interaction is not needed for exploitation. Patch ID: MOLY01161825; Issue ID: MOLY01161825 (MSV-895).",7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"Google Android 11.0, Google Android 13.0, Google Android 12.0"
CVE-2023-32890,"In modem EMM, there is a possible system crash due to improper input validation. This could lead to remote denial of service with no additional execution privileges needed. User interaction is not needed for exploitation. Patch ID: MOLY01183647; Issue ID: MOLY01183647 (MSV-963).",7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,"Mediatek Nr16, Mediatek Lr13, Mediatek Nr17, Mediatek Nr15"
CVE-2023-32891,"In bluetooth service, there is a possible out of bounds write due to improper input validation. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07933038; Issue ID: MSV-559.",6.7,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,"Google Android 11.0, Mediatek Lr13, Mediatek Nr15, Mediatek Nr17, Mediatek Nr16, Google Android 13.0, Google Android 12.0"
CVE-2023-26157,Versions of the package libredwg before 0.12.5.6384 are vulnerable to Denial of Service (DoS) due to an out-of-bounds read involving section->num_pages in decode_r2007.c.,5.5,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,N/A
CVE-2023-26159,"Versions of the package follow-redirects before 1.15.4 are vulnerable to Improper Input Validation due to the improper handling of URLs by the url.parse() function. When new URL() throws an error, it can be manipulated to misinterpret the hostname. An attacker could exploit this weakness to redirect traffic to a malicious site, potentially leading to information disclosure, phishing attacks, or other security breaches.",7.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,N/A
CVE-2023-28583,Memory corruption when IPv6 prefix timer object`s lifetime expires which are created while Netmgr daemon gets an IPv6 address.,6.7,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,"Qualcomm Wcn3988 Firmware, Qualcomm Snapdragon 855 Mobile Platform Firmware, Qualcomm Wsa8835 Firmware, Qualcomm Qca6430 Firmware, Qualcomm Fastconnect 6200 Firmware, Qualcomm Wcn3980 Firmware, Qualcomm Wcn3680B Firmware, Qualcomm Snapdragon W5\+ Gen 1 Wearable Platform Firmware, Qualcomm Sa6150P Firmware, Qualcomm Snapdragon 855\+\/860 Mobile Platform Firmware, Qualcomm Sa6155P Firmware, Qualcomm Wcn3610 Firmware, Qualcomm Sa6145P Firmware, Qualcomm Sa8195P Firmware, Qualcomm Wsa8830 Firmware, Qualcomm Wsa8810 Firmware, Qualcomm Qca6574Au Firmware, Qualcomm Wcd9341 Firmware, Qualcomm Sa8155P Firmware, Qualcomm Snapdragon Wear 4100\+ Platform Firmware, Qualcomm Sa8150P Firmware, Qualcomm Wcn3660B Firmware, Qualcomm Sa8145P Firmware, Qualcomm Wsa8815 Firmware, Qualcomm Qca6420 Firmware, Qualcomm Sd855 Firmware, Qualcomm Aqt1000 Firmware, Qualcomm Sw5100P Firmware, Qualcomm Sw5100 Firmware, Qualcomm Qca6696 Firmware"
CVE-2023-33014,Information disclosure in Core services while processing a Diag command.,7.6,CVSS:3.1/AV:P/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,"Qualcomm Qca8081 Firmware, Qualcomm Ssg2125P Firmware, Qualcomm Wcn3988 Firmware, Qualcomm Wsa8835 Firmware, Qualcomm Qcn9024 Firmware, Qualcomm Qcs8550 Firmware, Qualcomm Sxr1230P Firmware, Qualcomm Qca6797Aq Firmware, Qualcomm Qam8650P Firmware, Qualcomm Wcd9380 Firmware, Qualcomm Wsa8832 Firmware, Qualcomm Qcm4490 Firmware, Qualcomm Ssg2115P Firmware, Qualcomm Qca8337 Firmware, Qualcomm Sxr2230P Firmware, Qualcomm Qam8255P Firmware, Qualcomm Qca6698Aq Firmware, Qualcomm Ar8035 Firmware, Qualcomm Snapdragon X70 Modem-Rf System Firmware, Qualcomm Wcd9370 Firmware, Qualcomm Snapdragon Ar2 Gen 1 Platform Firmware, Qualcomm Wcn3950 Firmware, Qualcomm Qcs4490 Firmware, Qualcomm Qcn6024 Firmware, Qualcomm Wsa8830 Firmware, Qualcomm Sm4450 Firmware, Qualcomm Wsa8810 Firmware, Qualcomm Qca6595 Firmware, Qualcomm Fastconnect 6900 Firmware, Qualcomm Fastconnect 7800 Firmware, Qualcomm Snapdragon X65 5G Modem-Rf System Firmware, Qualcomm Qam8775P Firmware, Qualcomm Wsa8815 Firmware, Qualcomm Qca6595Au Firmware, Qualcomm Fastconnect 6700 Firmware, Qualcomm Wcd9385 Firmware, Qualcomm Sa8255P Firmware"
CVE-2023-33025,"Memory corruption in Data Modem when a non-standard SDP body, during a VOLTE call.",9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,"Qualcomm Qca8081 Firmware, Qualcomm Wcn3988 Firmware, Qualcomm Snapdragon 680 4G Mobile Platform Firmware, Qualcomm Wsa8835 Firmware, Qualcomm Qcn9024 Firmware, Qualcomm Wcd9375 Firmware, Qualcomm Wcd9380 Firmware, Qualcomm Wsa8832 Firmware, Qualcomm Qcm4490 Firmware, Qualcomm Qca8337 Firmware, Qualcomm Snapdragon X70 Modem-Rf System Firmware, Qualcomm Ar8035 Firmware, Qualcomm Snapdragon 685 4G Mobile Platform Firmware, Qualcomm Wcd9370 Firmware, Qualcomm Wcn3950 Firmware, Qualcomm Qcs4490 Firmware, Qualcomm Qcn6024 Firmware, Qualcomm Wsa8830 Firmware, Qualcomm Sm4450 Firmware, Qualcomm Wsa8810 Firmware, Qualcomm Fastconnect 6900 Firmware, Qualcomm Snapdragon X65 5G Modem-Rf System Firmware, Qualcomm Wsa8815 Firmware, Qualcomm Fastconnect 6700 Firmware"
CVE-2023-33030,Memory corruption in HLOS while running playready use-case.,9.3,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,"Qualcomm Msm8996Au Firmware, Qualcomm Sd821 Firmware, Qualcomm Qca6174A Firmware, Qualcomm Mdm9640 Firmware, Qualcomm Snapdragon 8Cx Gen 3 Compute Platform Firmware, Qualcomm Wcn3988 Firmware, Qualcomm Sd865 5G Firmware, Qualcomm Wcd9375 Firmware, Qualcomm Qcs6125 Firmware, Qualcomm Qrb5165N Firmware, Qualcomm Qcn9074 Firmware, Qualcomm Qcs8550 Firmware, Qualcomm Snapdragon 888 5G Mobile Platform Firmware, Qualcomm Wsa8830 Firmware, Qualcomm Qsm8250 Firmware, Qualcomm Snapdragon 1100 Wearable Platform Firmware, Qualcomm Qca6797Aq Firmware, Qualcomm Qts110 Firmware, Qualcomm Ipq6010 Firmware, Qualcomm Sa6150P Firmware, Qualcomm Snapdragon 630 Mobile Platform Firmware, Qualcomm Snapdragon 855\+\/860 Mobile Platform Firmware, Qualcomm Wsa8832 Firmware, Qualcomm Qam8295P Firmware, Qualcomm Qca6320 Firmware, Qualcomm Snapdragon 425 Mobile Platform Firmware, Qualcomm Wcn3999 Firmware, Qualcomm Sd626 Firmware, Qualcomm Snapdragon 636 Mobile Platform Firmware, Qualcomm Qcs8250 Firmware, Qualcomm Snapdragon X24 Lte Modem Firmware, Qualcomm Smart Audio 200 Platform Firmware, Qualcomm Wcd9370 Firmware, Qualcomm Sd670 Firmware, Qualcomm Wcn3610 Firmware, Qualcomm Qcn5052 Firmware, Qualcomm Qsw8573 Firmware, Qualcomm Qcs4490 Firmware, Qualcomm Qcm6490 Firmware, Qualcomm Qca6574A Firmware, Qualcomm Snapdragon 450 Mobile Platform Firmware, Qualcomm Sm7250P Firmware, Qualcomm Wcd9330 Firmware, Qualcomm Qcs610 Firmware, Qualcomm Sm4450 Firmware, Qualcomm Qca6574Au Firmware, Qualcomm Wcn3615 Firmware, Qualcomm Snapdragon Wear 4100\+ Platform Firmware, Qualcomm Snapdragon 865 5G Mobile Platform Firmware, Qualcomm Mdm9650 Firmware, Qualcomm Qca9367 Firmware, Qualcomm Sd 8 Gen1 5G Firmware, Qualcomm Snapdragon 820 Automotive Platform Firmware, Qualcomm Snapdragon Wear 1300 Platform Firmware, Qualcomm Snapdragon 765 5G Mobile Platform Firmware, Qualcomm Qca4024 Firmware, Qualcomm Mdm9250 Firmware, Qualcomm Snapdragon 430 Mobile Platform Firmware, Qualcomm Qcs2290 Firmware, Qualcomm Snapdragon 768G 5G Mobile Platform Firmware, Qualcomm Snapdragon X5 Lte Modem Firmware, Qualcomm Wcn3660B Firmware, Qualcomm Wcd9360 Firmware, Qualcomm Qcm6125 Firmware, Qualcomm Sd730 Firmware, Qualcomm Qam8775P Firmware, Qualcomm Snapdragon 4 Gen 1 Mobile Platform Firmware, Qualcomm Snapdragon 780G 5G Mobile Platform Firmware, Qualcomm Snapdragon 665 Mobile Platform Firmware, Qualcomm Qca6420 Firmware, Qualcomm Qca6574 Firmware, Qualcomm Sm4125 Firmware, Qualcomm Snapdragon 662 Mobile Platform Firmware, Qualcomm Snapdragon 7C Gen 2 Compute Platform Firmware, Qualcomm Qca9379 Firmware, Qualcomm Aqt1000 Firmware, Qualcomm Robotics Rb3 Platform Firmware, Qualcomm Sd820 Firmware, Qualcomm Wcd9385 Firmware, Qualcomm Snapdragon 460 Mobile Platform Firmware, Qualcomm Snapdragon Xr2\+ Gen 1 Platform Firmware, Qualcomm Snapdragon 855 Mobile Platform Firmware, Qualcomm Snapdragon 680 4G Mobile Platform Firmware, Qualcomm Snapdragon 8Cx Gen 2 5G Compute Platform Firmware, Qualcomm 9207 Lte Modem Firmware, Qualcomm Qcn9024 Firmware, Qualcomm Qcn5122 Firmware, Qualcomm Snapdragon Wear 2100 Platform Firmware, Qualcomm Qsm8350 Firmware, Qualcomm Sxr1230P Firmware, Qualcomm C-V2X 9150 Firmware, Qualcomm Snapdragon 782G Mobile Platform Firmware, Qualcomm Wcd9380 Firmware, Qualcomm Snapdragon 865\+ 5G Mobile Platform Firmware, Qualcomm Sa8155 Firmware, Qualcomm Snapdragon W5\+ Gen 1 Wearable Platform Firmware, Qualcomm Smart Audio 400 Platform Firmware, Qualcomm Qcn6023 Firmware, Qualcomm Snapdragon 8Cx Compute Platform Firmware, Qualcomm Sa8295P Firmware, Qualcomm Qca6436 Firmware, Qualcomm Qca6698Aq Firmware, Qualcomm Ar8035 Firmware, Qualcomm Csrb31024 Firmware, Qualcomm Qcn9070 Firmware, Qualcomm Snapdragon 625 Mobile Platform Firmware, Qualcomm Snapdragon X70 Modem-Rf System Firmware, Qualcomm Robotics Rb5 Platform Firmware, Qualcomm Qca6564A Firmware, Qualcomm Qcn5152 Firmware, Qualcomm Sd835 Firmware, Qualcomm Snapdragon Auto 4G Modem Firmware, Qualcomm Qcn9012 Firmware, Qualcomm Wcn3950 Firmware, Qualcomm Sa6145P Firmware, Qualcomm Sa8195P Firmware, Qualcomm Csr8811 Firmware, Qualcomm Qca6564 Firmware, Qualcomm Snapdragon 720G Mobile Platform Firmware, Qualcomm Snapdragon 845 Mobile Platform Firmware, Qualcomm Qcs4290 Firmware, Qualcomm Smart Display 200 Platform Firmware, Qualcomm Qca4004 Firmware, Qualcomm Sd660 Firmware, Qualcomm Sxr2130 Firmware, Qualcomm Wcd9335 Firmware, Qualcomm Wsa8810 Firmware, Qualcomm Sd 675 Firmware, Qualcomm Ipq6018 Firmware, Qualcomm Ipq6005 Firmware, Qualcomm Qcm4290 Firmware, Qualcomm Qcn7606 Firmware, Qualcomm Qcs410 Firmware, Qualcomm Snapdragon 821 Mobile Platform Firmware, Qualcomm Snapdragon 850 Mobile Compute Platform Firmware, Qualcomm Apq8017 Firmware, Qualcomm Snapdragon 730 Mobile Platform Firmware, Qualcomm Snapdragon 675 Mobile Platform Firmware, Qualcomm Sa8145P Firmware, Qualcomm Sm6250P Firmware, Qualcomm Sd888 Firmware, Qualcomm Ar8031 Firmware, Qualcomm Wsa8815 Firmware, Qualcomm Sd855 Firmware, Qualcomm Snapdragon 820 Mobile Platform Firmware, Qualcomm 9205 Lte Modem Firmware, Qualcomm Sc8180X\+Sdx55 Firmware, Qualcomm Qcm2290 Firmware, Qualcomm Snapdragon 212 Mobile Platform Firmware, Qualcomm Snapdragon 439 Mobile Platform Firmware, Qualcomm Snapdragon Xr1 Platform Firmware, Qualcomm Fastconnect 6700 Firmware, Qualcomm Snapdragon 210 Processor Firmware, Qualcomm Snapdragon Xr2 5G Platform Firmware, Qualcomm Qca6696 Firmware, Qualcomm Csra6620 Firmware, Qualcomm Qca6391 Firmware, Qualcomm Qca8081 Firmware, Qualcomm Snapdragon 695 5G Mobile Platform Firmware, Qualcomm Snapdragon 7C\+ Gen 3 Compute Firmware, Qualcomm Wsa8835 Firmware, Qualcomm Snapdragon 835 Mobile Pc Platform Firmware, Qualcomm Snapdragon 626 Mobile Platform Firmware, Qualcomm Qualcomm 215 Mobile Platform Firmware, Qualcomm Qca6310 Firmware, Qualcomm Snapdragon 8\+ Gen 1 Mobile Platform Firmware, Qualcomm Wcn3980 Firmware, Qualcomm Qam8650P Firmware, Qualcomm Qca6234 Firmware, Qualcomm Qcm4490 Firmware, Qualcomm Qcn5021 Firmware, Qualcomm Qca9984 Firmware, Qualcomm Ssg2115P Firmware, Qualcomm Msm8909W Firmware, Qualcomm Flight Rb5 5G Platform Firmware, Qualcomm Sd 8Cx Firmware, Qualcomm Qca8072 Firmware, Qualcomm Sd 455 Firmware, Qualcomm Qca6421 Firmware, Qualcomm Snapdragon Ar2 Gen 1 Platform Firmware, Qualcomm Sa6155 Firmware, Qualcomm Qca8075 Firmware, Qualcomm Snapdragon 660 Mobile Platform Firmware, Qualcomm Qcn6024 Firmware, Qualcomm Wcn3990 Firmware, Qualcomm Snapdragon Wear 2500 Platform Firmware, Qualcomm Wcn3620 Firmware, Qualcomm Wcd9306 Firmware, Qualcomm Snapdragon 632 Mobile Platform Firmware, Qualcomm Qualcomm 205 Mobile Platform Firmware, Qualcomm Pm8937 Firmware, Qualcomm Qet4101 Firmware, Qualcomm Snapdragon 8 Gen 1 Mobile Platform Firmware, Qualcomm Wcn3910 Firmware, Qualcomm Snapdragon 8C Compute Platform Firmware, Qualcomm Sa9000P Firmware, Qualcomm Snapdragon Wear 3100 Platform Firmware, Qualcomm Ipq6028 Firmware, Qualcomm Msm8608 Firmware, Qualcomm Qca6335 Firmware, Qualcomm Ipq6000 Firmware, Qualcomm Snapdragon 427 Mobile Platform Firmware, Qualcomm Snapdragon 435 Mobile Platform Firmware, Qualcomm Snapdragon 480\+ 5G Mobile Platform Firmware, Qualcomm Snapdragon 480 5G Mobile Platform Firmware, Qualcomm Fsm10056 Firmware, Qualcomm Sm7315 Firmware, Qualcomm Snapdragon X12 Lte Modem Firmware, Qualcomm Sw5100P Firmware, Qualcomm Apq8037 Firmware, Qualcomm Sa8255P Firmware, Qualcomm Vision Intelligence 100 Platform Firmware, Qualcomm Sm6250 Firmware, Qualcomm Sdm429W Firmware, Qualcomm Ssg2125P Firmware, Qualcomm 315 5G Iot Modem Firmware, Qualcomm Wcd9371 Firmware, Qualcomm Snapdragon 1200 Wearable Platform Firmware, Qualcomm Sa4155P Firmware, Qualcomm Snapdragon X55 5G Modem-Rf System Firmware, Qualcomm Qca6430 Firmware, Qualcomm Home Hub 100 Platform Firmware, Qualcomm Fastconnect 6200 Firmware, Qualcomm Wcn3680B Firmware, Qualcomm Sd675 Firmware, Qualcomm Snapdragon 712 Mobile Platform Firmware, Qualcomm 9206 Lte Modem Firmware, Qualcomm Qca9377 Firmware, Qualcomm Sd460 Firmware, Qualcomm Snapdragon 429 Mobile Platform Firmware, Qualcomm Snapdragon 765G 5G Mobile Platform Firmware, Qualcomm Qcn9072 Firmware, Qualcomm Qcs6490 Firmware, Qualcomm Wcn3660 Firmware, Qualcomm Fastconnect 6800 Firmware, Qualcomm Sdx55 Firmware, Qualcomm Snapdragon 710 Mobile Platform Firmware, Qualcomm Qca8337 Firmware, Qualcomm Sxr2230P Firmware, Qualcomm Wcn6740 Firmware, Qualcomm Snapdragon 870 5G Mobile Platform Firmware, Qualcomm Qcn5022 Firmware, Qualcomm Qam8255P Firmware, Qualcomm Qca6431 Firmware, Qualcomm Apq8064Au Firmware, Qualcomm Snapdragon 685 4G Mobile Platform Firmware, Qualcomm Snapdragon 778G 5G Mobile Platform Firmware, Qualcomm Qcm4325 Firmware, Qualcomm Sa6155P Firmware, Qualcomm Snapdragon 690 5G Mobile Platform Firmware, Qualcomm Snapdragon 750G 5G Mobile Platform Firmware, Qualcomm Mdm9628 Firmware, Qualcomm Sm7325P Firmware, Qualcomm Csra6640 Firmware, Qualcomm Wcn3680 Firmware, Qualcomm Snapdragon 730G Mobile Platform Firmware, Qualcomm Msm8209 Firmware, Qualcomm Sg4150P Firmware, Qualcomm Qcn9022 Firmware, Qualcomm Snapdragon X50 5G Modem-Rf System Firmware, Qualcomm Msm8108 Firmware, Qualcomm Qrb5165M Firmware, Qualcomm Snapdragon 888\+ 5G Mobile Platform Firmware, Qualcomm Vision Intelligence 300 Platform Firmware, Qualcomm Wcd9341 Firmware, Qualcomm Sa8155P Firmware, Qualcomm Sd662 Firmware, Qualcomm Qca6595 Firmware, Qualcomm Sa4150P Firmware, Qualcomm Sa8150P Firmware, Qualcomm Snapdragon 208 Processor Firmware, Qualcomm Fastconnect 6900 Firmware, Qualcomm Mdm8207 Firmware, Qualcomm Qca6426 Firmware, Qualcomm Qca6564Au Firmware, Qualcomm Sdx57M Firmware, Qualcomm Fastconnect 7800 Firmware, Qualcomm Qcn5121 Firmware, Qualcomm Qcs8155 Firmware, Qualcomm Snapdragon 670 Mobile Platform Firmware, Qualcomm Snapdragon 7C Compute Platform Firmware, Qualcomm Snapdragon X65 5G Modem-Rf System Firmware, Qualcomm Vision Intelligence 400 Platform Firmware, Qualcomm Vision Intelligence 200 Platform Firmware, Qualcomm Sa8540P Firmware, Qualcomm Wcd9340 Firmware, Qualcomm Snapdragon 778G\+ 5G Mobile Platform Firmware, Qualcomm Qca6584Au Firmware, Qualcomm Wcd9326 Firmware, Qualcomm Snapdragon Auto 5G Modem-Rf Firmware, Qualcomm Qca6595Au Firmware, Qualcomm Qcn9011 Firmware, Qualcomm Snapdragon 678 Mobile Platform Firmware, Qualcomm Sxr1120 Firmware, Qualcomm Snapdragon 732G Mobile Platform Firmware, Qualcomm Qcn9000 Firmware, Qualcomm Sw5100 Firmware, Qualcomm Qca6584 Firmware"
CVE-2023-33032,Memory corruption in TZ Secure OS while requesting a memory allocation from TA region.,9.3,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,"Qualcomm Qca6174A Firmware, Qualcomm Wcn3988 Firmware, Qualcomm Wcd9375 Firmware, Qualcomm Qcs6125 Firmware, Qualcomm Qcn9074 Firmware, Qualcomm Qts110 Firmware, Qualcomm Ipq6010 Firmware, Qualcomm Sa6150P Firmware, Qualcomm Snapdragon 855\+\/860 Mobile Platform Firmware, Qualcomm Wcn3999 Firmware, Qualcomm Qcn9274 Firmware, Qualcomm Snapdragon X24 Lte Modem Firmware, Qualcomm Ipq9008 Firmware, Qualcomm Wcd9370 Firmware, Qualcomm Qcn5052 Firmware, Qualcomm Qca6574A Firmware, Qualcomm Qcs610 Firmware, Qualcomm Qca6574Au Firmware, Qualcomm Snapdragon Wear 1300 Platform Firmware, Qualcomm Qca4024 Firmware, Qualcomm Qcm6125 Firmware, Qualcomm Sd730 Firmware, Qualcomm Ipq9574 Firmware, Qualcomm Qca8386 Firmware, Qualcomm Snapdragon 665 Mobile Platform Firmware, Qualcomm Qca6420 Firmware, Qualcomm Qca6574 Firmware, Qualcomm Snapdragon 7C Gen 2 Compute Platform Firmware, Qualcomm Aqt1000 Firmware, Qualcomm Qca8084 Firmware, Qualcomm Snapdragon 855 Mobile Platform Firmware, Qualcomm Snapdragon 8Cx Gen 2 5G Compute Platform Firmware, Qualcomm Qcn9024 Firmware, Qualcomm Qcn5122 Firmware, Qualcomm C-V2X 9150 Firmware, Qualcomm Wcd9380 Firmware, Qualcomm Sa8155 Firmware, Qualcomm Smart Audio 400 Platform Firmware, Qualcomm Qcn6023 Firmware, Qualcomm Snapdragon 8Cx Compute Platform Firmware, Qualcomm Csrb31024 Firmware, Qualcomm Qca6564A Firmware, Qualcomm Qcn5152 Firmware, Qualcomm Snapdragon Auto 4G Modem Firmware, Qualcomm Wcn3950 Firmware, Qualcomm Sa6145P Firmware, Qualcomm Sa8195P Firmware, Qualcomm Csr8811 Firmware, Qualcomm Qca6564 Firmware, Qualcomm Snapdragon 720G Mobile Platform Firmware, Qualcomm Wcd9335 Firmware, Qualcomm Wsa8810 Firmware, Qualcomm Qca4004 Firmware, Qualcomm Sd 675 Firmware, Qualcomm Ipq6018 Firmware, Qualcomm Ipq6005 Firmware, Qualcomm Qcs410 Firmware, Qualcomm Snapdragon 730 Mobile Platform Firmware, Qualcomm Snapdragon 675 Mobile Platform Firmware, Qualcomm Sa8145P Firmware, Qualcomm Sm6250P Firmware, Qualcomm Wsa8815 Firmware, Qualcomm Ar8031 Firmware, Qualcomm Sd855 Firmware, Qualcomm 9205 Lte Modem Firmware, Qualcomm Sc8180X\+Sdx55 Firmware, Qualcomm Qca6696 Firmware, Qualcomm Csra6620 Firmware, Qualcomm Qca6391 Firmware, Qualcomm Qca8081 Firmware, Qualcomm Wcn3980 Firmware, Qualcomm Qcn5021 Firmware, Qualcomm Qca8082 Firmware, Qualcomm Qca8072 Firmware, Qualcomm Sa6155 Firmware, Qualcomm Qca8075 Firmware, Qualcomm Wcn3990 Firmware, Qualcomm Qcn6024 Firmware, Qualcomm Wcd9306 Firmware, Qualcomm Snapdragon 8C Compute Platform Firmware, Qualcomm Ipq6028 Firmware, Qualcomm Ipq6000 Firmware, Qualcomm Fsm10056 Firmware, Qualcomm Sm6250 Firmware, Qualcomm Wcd9371 Firmware, Qualcomm Sa4155P Firmware, Qualcomm Snapdragon X55 5G Modem-Rf System Firmware, Qualcomm Qca6430 Firmware, Qualcomm Fastconnect 6200 Firmware, Qualcomm Sd675 Firmware, Qualcomm Qca9377 Firmware, Qualcomm Qcn9072 Firmware, Qualcomm Fastconnect 6800 Firmware, Qualcomm Sdx55 Firmware, Qualcomm Qca8085 Firmware, Qualcomm Qcn5022 Firmware, Qualcomm Sa6155P Firmware, Qualcomm Csra6640 Firmware, Qualcomm Snapdragon 730G Mobile Platform Firmware, Qualcomm Qcn9000 Firmware, Qualcomm Snapdragon X50 5G Modem-Rf System Firmware, Qualcomm Qcn9022 Firmware, Qualcomm Wcd9341 Firmware, Qualcomm Sa8155P Firmware, Qualcomm Qca6595 Firmware, Qualcomm Sa4150P Firmware, Qualcomm Sa8150P Firmware, Qualcomm Qca6564Au Firmware, Qualcomm Qcn5121 Firmware, Qualcomm Qcs8155 Firmware, Qualcomm Snapdragon 7C Compute Platform Firmware, Qualcomm Wcd9340 Firmware, Qualcomm Snapdragon Auto 5G Modem-Rf Firmware, Qualcomm Qca6595Au Firmware, Qualcomm Snapdragon 678 Mobile Platform Firmware, Qualcomm Snapdragon 732G Mobile Platform Firmware, Qualcomm Qcn9070 Firmware"
